Website,Treatment,FP,FCP,LT,Joules,Trial
52_nytimes,prefixed,0.0,246.0,2494.0,12.050712,1
52_nytimes,prefixed,0.0,5769.0,10207.0,12.050712,2
52_nytimes,prefixed,0.0,740.0,8138.0,18.249119999999998,3
52_nytimes,prefixed,0.0,389.0,2477.0,18.249119999999998,4
52_nytimes,prefixed,0.0,819.0,3031.0,12.4969248,5
52_nytimes,prefixed,0.0,6912.0,13112.0,19.97964,6
52_nytimes,prefixed,0.0,502.0,6050.0,42.80083200000001,7
52_nytimes,prefixed,0.0,633.0,7405.0,12.4969248,8
54_whatsapp,prefixed,0.0,546.0,606.0,6.907928399999999,0
54_whatsapp,prefixed,0.0,5095.0,5113.0,9.016498799999997,1
54_whatsapp,prefixed,0.0,517.0,524.0,9.016498799999997,2
54_whatsapp,prefixed,0.0,350.0,559.0,6.229871999999999,3
54_whatsapp,prefixed,0.0,5613.0,5614.0,6.229871999999999,4
54_whatsapp,prefixed,0.0,629.0,779.0,6.3571824,5
54_whatsapp,prefixed,0.0,243.0,823.0,6.229871999999999,6
54_whatsapp,prefixed,0.0,3773.0,3778.0,6.7033656,7
54_whatsapp,prefixed,0.0,1338.0,1353.0,10.918007999999999,8
56_dropbox,prefixed,0.0,730.0,949.0,16.046639999999996,0
56_dropbox,prefixed,0.0,563.0,756.0,10.729224,1
56_dropbox,prefixed,0.0,1202.0,781.0,10.729224,2
56_dropbox,prefixed,0.0,1500.0,1695.0,9.061632,3
56_dropbox,prefixed,0.0,768.0,1391.0,9.061632,4
56_dropbox,prefixed,0.0,5090.0,5311.0,22.96872,5
56_dropbox,prefixed,0.0,587.0,793.0,22.96872,6
56_dropbox,prefixed,0.0,631.0,852.0,10.1966688,7
56_dropbox,prefixed,0.0,623.0,842.0,22.96872,8
56_dropbox,prefixed,0.0,709.0,959.0,10.335924,9
57_okezone,prefixed,0.0,563.0,745.0,8.133444,0
57_okezone,prefixed,0.0,699.0,1086.0,26.401680000000002,1
57_okezone,prefixed,0.0,406.0,859.0,26.401680000000002,2
57_okezone,prefixed,0.0,920.0,5423.0,8.776044,3
57_okezone,prefixed,0.0,559.0,729.0,8.776044,4
57_okezone,prefixed,0.0,2073.0,2199.0,22.8114,5
57_okezone,prefixed,0.0,598.0,1027.0,8.6526,6
57_okezone,prefixed,0.0,500.0,900.0,8.6526,7
57_okezone,prefixed,0.0,1683.0,2109.0,19.826856,8
58_gravatar,prefixed,0.0,346.0,550.0,6.528779999999999,0
58_gravatar,prefixed,0.0,633.0,697.0,6.9866064,1
58_gravatar,prefixed,0.0,6878.0,7106.0,6.9866064,2
58_gravatar,prefixed,0.0,665.0,528.0,9.879696,3
58_gravatar,prefixed,0.0,382.0,550.0,9.879696,4
58_gravatar,prefixed,0.0,345.0,555.0,5.852304,5
58_gravatar,prefixed,0.0,307.0,572.0,5.852304,6
58_gravatar,prefixed,0.0,2093.0,2296.0,6.245604,7
58_gravatar,prefixed,0.0,410.0,688.0,6.245604,8
58_gravatar,prefixed,0.0,518.0,7175.0,6.088284,9
59_soundcloud,prefixed,0.0,431.0,1415.0,9.580788,0
